año,mes,dia,Pais,mar,horario,OperadOR,ac_type,registration,summary,all_aboard,cantidad de fallecidos,ground,total_muertes,Marca,Registracion
1977,September,Sunday,Ecuador,terrestre,Sin Dato,Servicios Aereos Nacionales Airways,Vickers Viscount 764D,HC-BCL,Struck a mountain peak in the Cajas mountains  in poor weather . Flying VFR in IFR conditions.,33,33,0,33,Vickers,Con Registracion
1977,September,Tuesday,United States,terrestre,Diurno,Alaska Aeronautical Industries,de Havilland Canada DHC-6 Twin Otter 200,N563MA,"Crashed in level flight  into Mt. Iliamna glacier at 7,000 feet. Failure of the flight crew to use proper navigational procedures for the route being flown especially their failure to use the available backup means of navigation to verify the position and progress of the flight. Recovery of bodies or wreckage not possible.",13,13,0,13,de,Con Registracion
1977,September,Thursday,Burma,terrestre,Sin Dato,Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,XY-AEH,Crashed in the jungles of eastern Burma.,19,19,0,19,de,Con Registracion
1977,September,Monday,United States,terrestre,Nocturno,Safe Air Cargo,Douglas DC-7BF,N6314J,The cargo plane did not gain altitude after taking off and crashed into trees 2.5 miles from the runway. The aircraft was overloaded and lost an engine on takeoff.,4,4,0,4,Douglas,Con Registracion
1977,September,Thursday,Romania,terrestre,Diurno,Malev Hungarian Airlines,Tupolev TU-134,HA-LBC,Crashed short of the runway. The aircraft was being flown at reduced power and went unnoticed by the crew until it struck the ground in level flight..,53,29,0,29,Tupolev,Con Registracion
1977,September,Tuesday, Malaysia,terrestre,Sin Dato,Japan Air Lines,McDonnell Douglas DC-8-62H,JA-8051,The aircraft struck a hill 4 miles short of the runway while on  a VOR approach during a thunderstorm. Crew error. Descended below MDA.,79,34,0,34,McDonnell,Con Registracion
1977,October,Thursday,Mississippi,terrestre,Diurno,L & J Company,Convair CV-300,N55VM,"The crew diverted to Mc Comb because of low fuel. Both engines quit before the aircraft could land and a forced landing was attempted in a wooded area. The plane struck trees before it could make a forced landing in an open field. Lead singer Ronnie Van Zant, 29, guitarist Stevie Gaines, back up vocalist Cassie Gaines and assistant manager Dean Kilpatrick of the Lynyrd Skynyrd band killed.  Several other members of the band were seriously injured. Fuel exhaustion due to crew inattention of the fuel supply. Contributing factors were improper flight planning and a malfunction in the No.2 engine which caused a higher than normal fuel consumption.",26,6,0,6,Convair,Con Registracion
1977,November,Thursday,Mexico,terrestre,Sin Dato,Servicios Aereos Martinez Leon,Britten-Norman BN-2A-8 Trislander,XA-FUA,"Exploded, crashed and burned on approach.",13,13,0,13,Britten-Norman,Con Registracion
1977,November,Saturday,Italy,terrestre,Nocturno,Ethiopian Airlines,Boeing 707-360C,ET-ACD,The cargo plane failed to gain altitude and crashed into trees.,5,5,0,5,Boeing,Con Registracion
1977,November,Saturday,Portugal,terrestre,Nocturno,TAP (Air Portugal),Boeing B-727-282,CS-TBR,"The aircraft landed 1,000 ft. past the aiming point of the runway in heavy rain, overran the runway and plunged off a cliff during a third landing attempt. Hydroplaning, due to poor drainage on the runway. Excessive speed during landing. In the last attempt, the plane was 44 ft high in the begining of the runway flying at 150 kt. Then a sudden tail wind increases the speed to 155 kt. Cross winds from several directions made the plane unstable. Tail winds alternated with frontal winds making the speed unstable. The plane only hit the runway after 800m. The same cross winds make it impossible to align to the center of the runway. Then aquaplaning did the rest.",164,131,0,131,Boeing,Con Registracion
1977,November,Monday,Argentina,terrestre,Diurno,Austral Lineas Aeras (Argentina),BAC One-Eleven 420EL,LV-JGY,The flight crashed into high ground after a second landing attempt. Procedural error by the crew during the final approach in that they abandoned the ILS procedure. This was influenced by the interruption of the VOR signal.,79,46,0,46,BAC,Con Registracion
1977,December,Friday,Lebanon,terrestre,Sin Dato,Balkan Bulgarian Airlines,Tupolev TU-154B,LZ-BTN,"After not being able to land at the scheduled airport due to fog, the crew could not find the alternate airport, ran out of fuel and crashed.",165,59,0,59,Tupolev,Con Registracion
1977,December,Sunday,Malaysia,terrestre,Nocturno,Malaysia Airlines,Boeing B-737-2H6,9M-MBD,"During a hijacking and while descending from 21,000 to 7,000 feet, both pilots were shot and the aircraft crashed into a swamp.",100,100,0,100,Boeing,Con Registracion
1977,December,Thursday,United States,terrestre,Sin Dato,Petroleum Helicopter,SNIAS SA330J,N4730S,Collided with cable crane. Crane operator failed to park crane boom in stowed position.,19,17,0,17,SNIAS,Con Registracion
1977,December,Friday,Rusia,terrestre,Sin Dato,Aeroflot,Antonov AN-24,CCCP-47695,The plane took off at night and entered a steep attitude after the flaps were raised and crashed.,23,17,0,17,Antonov,Con Registracion
1977,December,Tuesday,United States,terrestre,Nocturno,"National Jet Services Inc.,  (Air Indiana)",Douglas DC-3,N51071,"The plane crashed during takeoff in rain and fog. Killed, were the entire Evansville basketball team. The aileron on one wing and rudder remained locked upon takeoff, which made it extremely difficult to bank. An attempted takeoff with the rudder and right aileron control locks installed, in combination with a rearward center of gravity. Improperly loaded luggage which resulted in rearward center of gravity which resulted in the aircraft's rotating to a nose-high attitude immediately after takeoff and entering the region of reversed command from which the pilot was unable to recover.",29,29,0,29,Douglas,Con Registracion
1977,December,Sunday,United States,terrestre,Nocturno,United Air Lines,Douglas DC-8-54F,N8047U,"While in a holding pattern because of electrical problems the cargo plane cashed into 7,600 ft. mountain. The approach controller's issuance and the flight crew's acceptance of an incomplete and ambiguous holding clearance in combination with the flight crew's failure to adhere to prescribed impairment-of-communications procedures and prescribed holding procedures. The controller's and flight crew's actions are attributed to probable habits of imprecise communication and of imprecise adherence to procedures developed through years of exposure to operations in a radar environment. Contributing to the accident was the failure of the aircraft's No.1 electrical system for unknown reasons.",3,3,0,3,Douglas,Con Registracion
1977,December,Sunday,Portugal,terrestre,Nocturno,SATA,Aerospatiale Caravelle 10R,HB-ICK,Ditched into the ocean while on a second approach. Crew error. Sensory illusion.,57,36,0,36,Aerospatiale,Con Registracion
1977,December,Monday,Puerto Rico,terrestre,Diurno,Vieques Air Link,Britten-Norman BN-2A Islander,N862JA,The plane made a forced landing in the ocean. Fuel exhaustion. Inadequate preflight planning. Mismanagement of fuel.,10,5,0,5,Britten-Norman,Con Registracion
1977,December,Saturday,Netherlands,terrestre,Sin Dato,Valley Air Service,Piper PA-31-350 Navajo,N9164Y,Sin Dato,10,10,0,10,Piper,Con Registracion
1977,December,Thursday,Ecuador,terrestre,Sin Dato,Servicios Aereos Nacionales,Vickers Viscount 764 D,HC-BEM,Crashed into a hill while descending for a landing. Flying under VFR in IFR conditions.,24,24,0,24,Vickers,Con Registracion
1978,January,Sunday,India,terrestre,Nocturno,Air India,Boeing B-747-237B,VT-EBD,"Following a right turn, after taking off, the plane rolled to the left beyond 90 degrees, went into a steep dive, crashed and exploded in shallow water. Irrational control wheel inputs on the part of the captain after his attitude director indicator malfunctioned leading to complete loss of situational awareness.",213,213,0,213,Boeing,Con Registracion
1978,January,Friday,Colombia,terrestre,Diurno,SADELCA,Douglas DC-3,HK-1351X,"Struck Cerro Granada, at 6800 feet in mountain fog.",14,14,0,14,Douglas,Con Registracion
1978,January,Tuesday,Brazil,terrestre,Sin Dato,TABA,Embraer 110P Bandeirante,PT-GKW,Crashed during takeoff.,14,2,0,2,Embraer,Con Registracion
1978,February,Friday,United States,terrestre,Diurno,Columbia Pacific Airlines,Beechcraft 99,N199EA,The aircraft crashed shortly after taking off from Richland after climbing to 400 feet and stalling. Crew error.  The failure and inability of the flightcrew to prevent rapid pitchup and stall by exerting sufficient push force on the control wheel. The pitchup was caused by the combination of a mistrimmed horizontal stabilizer and a center of gravity near the aircraft's aft limit. The mistrimmed condition resulted from discrepancies in the aircraft's trim system and the flightcrew's preoccupation with making a timely departure. The out-of-trim warning system was inoperative.,17,17,0,17,Beechcraft,Con Registracion
1978,February,Saturday,Canada,terrestre,Diurno,Pacific Western Airlines,Boeing B-737-275,C-FPWC,"The aircraft touched down just as the crew noticed a snow plow on the runway. A go-around was initiated but the thrust reverses did not stow away properly because hydraulic power was automatically cut off at lift-off.  The aircraft missed the plow, overran the runway, crashed and burned. Estimated time of arrival given by Calgary ATC in error. Crew did not report over its final approach beacon.",49,42,0,42,Boeing,Con Registracion
1978,February,Tuesday,United States,terrestre,Diurno,Security Air,Aero Commander 500A,N6143X,Continued VFR flight into adverse weather conditions.,7,7,0,7,Aero,Con Registracion
1978,March,Wednesday,United States,terrestre,Diurno,Continental Airlines,McDonnell Douglas DC-10-10,N68045,"While approaching V1 speed on takeoff, a loud bang was heard followed by shaking of the aircraft. The crew decided to abort the takeoff. With the end of the runway approaching, the captain steered the aircraft off the runway to the right. The landing gear failed and resulted in a fire. The plane slid for approximately 650 feet and came to rest 40 feet right of the runway centerline. Several passengers not heeding the warnings of the stewardess exited onto the wing and fell into the fire. Failure of two tires on the left main landing gear resulting in failure of a third tire during a critical point in the takeoff. This was to be pilot Gene Hershe's last flight before retiring.",200,2,0,2,McDonnell,Con Registracion
1978,March,Thursday,Nigeria,terrestre,Diurno,Nigeria Airways,Fokker F-28 Fellowship 1000 / MiG-21,5N-ANA / ?,Midair collision. The Fokker collided with the MiG which was performing touch-and-go landings. Error by the MiG pilot. Sixteen killed on the Fokker and two on the MiG.,18,18,0,18,Fokker,Con Registracion
1978,March,Friday,Venezuela,terrestre,Sin Dato,LAV - Linea Aeropostal Venezolana,British Aerospace 748 2A,YV-45C,The aircraft crashed into the ocean shortly after takeoff due to problems with the artificial horizon. The pilot radioed he was having an instrument failure. The plane the banked to the left and crashed into the sea.,47,47,0,47,British,Con Registracion
1978,March,Thursday,Bulgaria,terrestre,Diurno,Balkan Bulgarian Airlines,Tupolev TU-134,LZ-TUB,Crashed shortly after takeoff. An undetermined emergency of some kind occurred during the climb after takeoff resulting in loss of control of the aircraft.,73,73,0,73,Tupolev,Con Registracion
1978,March,Wednesday,United States,terrestre,Nocturno,Lake Havasu Air,Cessna T207A,N7354U,Crashed into a mountain in fog.  Continued VFR flight into adverse weather conditions.,6,6,0,6,Cessna,Con Registracion
1978,March,Saturday,Burma,terrestre,Sin Dato,Burma Airways,Fokker F-27 Friendship 200,XY-ADK,"After an explosion, the aircraft went spinning into the ground and crashed into a field.",48,48,0,48,Fokker,Con Registracion
1978,April,Tuesday,United States,terrestre,Nocturno,Air Logistics,Bell 212,N140AL,The helicopter was attempting to land on an oil drilling platform. The co-pilot suffered spatial disorientation and stalled helicopter and crashed.,6,3,0,3,Bell,Con Registracion
1978,April,Wednesday,Virgin Islands,terrestre,Diurno,Antilles Air,Grumman G-21,N877A,Made a forced landing in water. Fuel starvation. Inattentiveness to fuel supply. Fuel selector positioned between tanks.,9,2,0,2,Grumman,Con Registracion
1978,April,Thursday,Russia,terrestre,Nocturno,Korean Airlines,Boeing B-707-321B,HL-7429,"The aircraft, which deviated off course, suffered rapid decompression after being fired upon by a Russian fighter. The aircraft made an emergency landing on a frozen lake.",109,2,0,2,Boeing,Con Registracion
1978,April,Saturday,Colombia,terrestre,Sin Dato,LAC Colombia,Douglas C-118A,HK-1705,Crashed on farmland six miles outside of Bogota shortly after taking off.,12,8,0,8,Douglas,Con Registracion
1978,May,Monday,United States,terrestre,Nocturno,National Airlines,Boeing B-727-235,N4744,"The aircraft crashed while attempting a non-precision instrument approach to Pensacola and landed in 12 feet of water, 3 nm short of the runway. Failure of the crew to monitor altitude and descent rate and the failure of the 1st officer to provide the captain with the required altitude and approach performance call-outs. Also the flight engineer disabled the GPWS alarm so the crew could hear one another better. In addition, the night flight had been diverted from its primary airport due to poor weather and was required to execute a compressed approach (descending and approaching more quickly and steeply than normal), and the crucial altimeter readout was an old drum-roll-counter type (due to be replaced), which could easily be misread, especially in  heavy workload situations. Three fatalities occurred when the frightened passengers grabbed their seat cushions and exited the plane from the rear. They drowned in part because their seat cushions were not flotation cushions. The airplane was not required to have floatation cushions because it was not flying over water.",58,3,0,3,Boeing,Con Registracion
1978,May,Friday,Russia,terrestre,Diurno,Aeroflot,Tupolev TU-154B,CCCP-85169,The flight engineer accidentally shut off the automatic transferring of fuel from the sump tank. Eventually all three engines stopped and the plane crashed. Fuel starvation.,134,4,0,4,Tupolev,Con Registracion
1978,June,Friday,Newfoundland,terrestre,Sin Dato,Gander Aviation,Beech Queen Air A80,C-GGAL,Crashed in heavy fog while attempting to take off.,10,10,0,10,Beech,Con Registracion
1978,June,Monday,Norway,terrestre,Sin Dato,Helikopter Service,Sikorsky S-61N,LN-OQS,The helicopter crashed 87 miles northwest of Bergen on a ferry run to an oil drillilng platform.,18,18,0,18,Sikorsky,Con Registracion
1978,June,Monday,Canada,terrestre,Diurno,Air Canada,McDonnell Douglas DC-9-32,C-FTLV,"The aircraft overran the runway and crashed into a revine after an aborted takeoff due to a blown tire. The No. 3 tire failed on takeoff and debris damaged the right gear 'down and locked' switch, causing a gear unsafe indication in the cockpit. Debris was also ingested by the No. 2 engine causing a loss of reverse thrust during the rejected takeoff.",107,2,0,2,McDonnell,Con Registracion
1978,August,Monday,Bolivia,terrestre,Sin Dato,Aeropeca,Curtiss C-46,HK-1350,"The aircraft, flying VFR, collided with a mountain in deteriorating weather condtions after being blown off course which went unnoticed because of lacking navigational equipment.",18,18,0,18,Curtiss,Con Registracion
1978,August,Saturday,Burma,terrestre,Sin Dato,Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,XY-AEI,Crashed shortly after taking off from runway 18.,14,14,0,14,de,Con Registracion
1978,August,Wednesday,United States,terrestre,Diurno,Las Vegas Airlines,Piper PA-31-350 Chieftain,N44LV,"Crashed on takeoff. Down elevator control stop backed out, limiting down elevator travel to 1 1/2 degrees of normal 20 degrees.",10,10,0,10,Piper,Con Registracion
1978,September,Sunday,Guinea,terrestre,Sin Dato,Air Guinee,Ilyushin IL-18,3X-GAX,Crashed in a swamp.,17,15,0,15,Ilyushin,Con Registracion
1978,September,Sunday,Canada,terrestre,Sin Dato,AirWest Airlines,de havilland Canada Twin Otter 200,C-FAIV,"While on approach, the aircraft yawed to the left and plunged into the ocean in a left-wing and nose-down attitude and sank. In-flight failure of the left-hand inboard flap control rod that led to a sudden retraction of the complete left-hand flap system and sudden loss of control.",13,11,0,11,de,Con Registracion
1978,September,Sunday,Rhodesia (Zimbabwe),terrestre,Diurno,Air Rhodesia,Vickers Viscount 782D,VP-WAS,"The aircraft took off from  from Kariba Airport at 17.10.  Shortly after departing Kariba, the starboard wing was hit by a SAM-7 missile.  The crew tried to make an emergency landing in a large clearing in the bush. The aircraft crash landed, striking an irrigation ditch, cart-wheeled, broke up and caught fire.  Soldiers from the Joshua Nkomo's Zimbabwe Peoples Revolution Army, who were responsible for shooting down the airliner, later killed 10 of the 18 survivors. The remaining survivors were rescued the next day.",56,38,0,38,Vickers,Con Registracion
1978,September,Saturday,United States,terrestre,Diurno,Temesco Helicopter - Air Taxi,Soloy 12EJ3,N5384V,The helicopter experienced rotor failure. Undersized threads on anti-node bar.,3,3,0,3,Soloy,Con Registracion
1978,September,Saturday,Mexico,terrestre,Sin Dato,Lineas Areas del Centro,de Havilland Canada DHC-6 Twin Otter 100,XA-BOP,Flew into a mountain.,21,18,0,18,de,Con Registracion
1978,September,Wednesday,AK,terrestre,Diurno,Alaska Travel,de Havilland DHC-2,N37741,The float plane flew into a blind canyon and crashed into water. Continued VFR flight into adverse weather conditions.,6,6,0,6,de,Con Registracion
1978,September,Monday,United States,terrestre,Diurno,Pacific Southwest Airlines / Private,Boeing B-727-214 / Cessna 172,N533PS/N7711G,"Midair collision. The PSA was descending and about to land at Lindbergh Field. The Cessna was climbing while engaged in practice approaches. The 727 overtook and struck the Cessna from the rear. The primary cause was the PSA crew lost sight of the Cessna and did not make that fact known to the ATC.  The ATC failed to realize from the PSA transmissions that they lost sight of the Cessna. One hundred thirty-five killed on the PSA, two on the Cessna and seven on the ground. Crew fatigue may have played a part in the accident as there are unofficial reports that the crew attended an all night party and had only 2 hours sleep from the night before.",137,137,7,144,Boeing,Con Registracion
1978,October,Tuesday,Myanmar,terrestre,Sin Dato,Burma Airways,Fokker F-27 Friendship 600,XY-ADY,Lost both engines on climbout and made an emergency landing on a sandbank of the Irrawaddy River.,44,2,0,2,Fokker,Con Registracion
1978,October,Saturday,Russia,terrestre,Sin Dato,Aeroflot,Yakovlev YAK-40,CCCP-87437,Crashed after the left engine flamed out on takeoff.,38,38,0,38,Yakovlev,Con Registracion
1978,October,Sunday,United States,terrestre,Sin Dato,Era Helicopter - Air Taxi,Bell 205-1,N2215W,The tail rotor pitch control system failed shortly after taking off. The helicopter tried to return and crashed.,7,2,0,2,Bell,Con Registracion
1978,October,Sunday,Solomon Islands,terrestre,Sin Dato,Solomon Islands Airlines,Britten Norman BN-2A Trislander,H4-AAC,Sin Dato,11,11,0,11,Britten,Con Registracion
1978,October,Monday,Rusia,terrestre,Nocturno,Aeroflot,Antonov AN-24B,CCCP-46327,Crashed following engine flame out in icing conditions.,26,26,0,26,Antonov,Con Registracion
1978,November,Sunday,Egypt,terrestre,Sin Dato,Nile Delta Air Services,Douglas DC-3,SU-AZM,Crashed into the ocean.,18,18,0,18,Douglas,Con Registracion
1978,November,Wednesday,Sri Lanka,terrestre,Nocturno,Loftleidir Icelandic Airlines,McDonnell Douglas DC-8-Super 63CF,TF-FLA,The aircraft crashed short of the runway into a coconut plantation while attempting to land in heavy rain.  Windshear. Excessive sink rate. Crew's non-conformance with approach procedures. Incorrect information supplied by the radar controller. Lack of an approach lighting system at Bandaranaike.,262,183,0,183,McDonnell,Con Registracion
1978,November,Saturday,West Indies,terrestre,Sin Dato,Air Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300,F-OGHD,The aircraft sank in the sea after the left wing tip struck the water in heavy rain and wind.,20,15,0,15,de,Con Registracion
1978,November,Tuesday,Venezuela,terrestre,Sin Dato,Aereo el Venado,Douglas C-47A,HK-1393,Crashed in the Rubio mountains.,27,27,0,27,Douglas,Con Registracion
1978,November,Saturday,United States,terrestre,Diurno,Tyee Airlines,de Havilland DHC-2,N37906,"Crashed in rain, fog and low ceiling. Continued VFR flight into deteriorating weather conditions.",5,5,0,5,de,Con Registracion
1978,December,Monday,Coloado,terrestre,Nocturno,Rocky Mountain Airways,de Havilland Canada DHC-6 Twin Otter 300,N25RM,"Forced to return to Steamboat Springs due to severe icing, the plane crashed into a 10,530 ft. mountain.  Severe icing and strong downdraughts associated with a mountain wave which combined to exceed the aircraft's capability to maintain flight. Contributing to the accident was the Captain's decision to fly into probable icing conditions that exceeded the conditions authorized by company directives.",22,2,0,2,de,Con Registracion
1978,December,Saturday,Italy,terrestre,Sin Dato,Air 70,Cessna 421 Golden Eagle,I-ASON,Sin Dato,10,10,0,10,Cessna,Con Registracion
1978,December,Sunday,India,terrestre,Sin Dato,Indian Airlines,Boeing B-737-2A8,VT-EAL,"Couldn't climb on takeoff due to non-availability of leading edge slats, overran the runway and killed one passenger and  3 maintenance workers on the ground cutting grass. Nonavailability of leading edge devices immediately after rotation during take off.",132,1,3,4,Boeing,Con Registracion
1978,December,Saturday,Italy,terrestre,Nocturno,Alitalia,McDonnell Douglas DC-9-32,I-DIKQ,The aircraft crashed into ocean during a landing approach. Poor monitoring of altitudes and too early a transition from ILS to visual flight procedures.,129,108,0,108,McDonnell,Con Registracion
1978,December,Thursday,United States,terrestre,Diurno,United Air Lines,McDonnell Douglas DC-8-61,N8082U,"While on a flight from Denver to Portland, the aircraft ran out of fuel while the crew was distracted with a landing gear problem. Failure of the captain to monitor properly the aircraft's fuel state and to properly respond to the low fuel state as indicated by other crew members. Contributing to the accident was the failure of the other two flight crew members either to fully comprehend the criticality of the fuel state or to successfully communicate their concern to the captain.",189,10,0,10,McDonnell,Con Registracion
1979,January,Monday,Russia,terrestre,Diurno,Aeroflot,Antonov AN-24N,CCCP46807,The pilot switched off the de-icing system too early during the approach through clouds in icing conditions  which resulted in the aircraft losing longitudinal stability and pitching over and crashed.,13,13,0,13,Antonov,Con Registracion
1979,January,Wednesday,Algeria,terrestre,Nocturno,Air Algerie,Nord 262A-44,7T-VSU,"Crashed short of the runway on approach. Crew error. Non-compliance with proper procedure, lack of crew coordination, crew fatigue and faulty altimiter.",23,14,0,14,Nord,Con Registracion
1979,January,Saturday,France,terrestre,Diurno,Air Rouergue,Fokker F-27 Friendship 500,F-BYAH,Struck a mountain. Failure of the crew to level off at the prescribed altitude either due to inadequate monitoring or an altimeter setting error by confusion between QNH and QFE.,6,5,0,5,Fokker,Con Registracion
1979,January,Tuesday,Japan,terrestre,Sin Dato,Varig,Boeing B-707-326C,PP-VLU,"Contact with the cargo plane was lost 30 minutes after taking off from Tokyo Narita Airport.The cargo included 153 paintings by Manabu Mabe, returning from a Tokyo exhibition, valued at US$1.24 million. Neither the wreck nor the paintings were ever found. The cause of the accident was blamed on cabin depressurization, which killed the crew.",6,6,0,6,Boeing,Con Registracion
1979,February,Thursday,Brazil,terrestre,Sin Dato,TAM Lineas Aéreas Regional,Embraer 110C Bandeirante,PP-SBB,Hit trees and burst into flames shortly after taking off.,18,18,0,18,Embraer,Con Registracion
1979,February,Monday,Rhodesia,terrestre,Diurno,Air Rhodesia,Vickers Viscount 748D,VP-YND,Shot down by rebels with 2 surface-to-air missiles a few minutes after taking off from Kariba.,59,59,0,59,Vickers,Con Registracion
1979,February,Monday,United States,terrestre,Diurno,Allegheny Airlines,Nord 262,N29824,The plane crashed  inverted shortly after lifting off the ground. The captain's decision to take off with snow on the aircraft's wing and empennage surfaces which resulted in a loss of lateral control and a loss of lift as the aircraft ascended out of ground effect.,25,2,0,2,Nord,Con Registracion
1979,February,Saturday,New Zealand,terrestre,Sin Dato,Air New Zealand,Fokker F-27 Friendship 500,ZK-NFC,Flew into the water while on ILS approach. The crew was misled by a visual illusion in conditions of reduced visibility into believing they were at a safe height and consequently failed to monitor the flight instruments sufficiently to confirm their aircraft maintained a safe approach path.,4,2,0,2,Fokker,Con Registracion
1979,February,Monday,Ethiopia,terrestre,Sin Dato,Ethiopian Airlines,Douglas DC-3,ET-AFW,The plane crashed after a bomb exploded aboard.,5,5,0,5,Douglas,Con Registracion
1979,March,Thursday,Mississippi,terrestre,Diurno,Universal Airways,Beech BE-70,N777AE,The plane failed to maintain flying speed and crashed while attempting to take off.  Improperly loaded aircraft. Nose baggage door opened during takeoff. Flaps inoperative. Improper emergency procedures. Inadequate emergency training.,8,8,0,8,Beech,Con Registracion
1979,March,Saturday,United States,terrestre,Diurno,Swift Aire Lines Inc.,Aerospatiale Nord 262A-33,N418SA,"The plane ditched into Santa Monica Bay near Marina del Rey, shortly after taking off from Santa Monica Airport. The flight crew's mismanagement of an emergency procedure following an autofeather of the right-hand propeller which resulted in their shutting down the remaining engine. A leak or break in the propeller pressure line probably caused the right engine to autofeather. The left engine was shut down when the flight crew failed to identify the engine on which the autofeather occurred and moved the left power lever to the stop position. Contributing to the accident was the unavailability of vital restart information to the crew.",7,3,0,3,Aerospatiale,Con Registracion
1979,March,Wednesday,China,terrestre,Diurno,CAAC,Hawker Siddeley Trident 2E,B-274,The aircraft crashed into a factory after being stolen and flown by pilot who was not qualified to fly.,12,12,32,44,Hawker,Con Registracion
1979,March,Wednesday,Qatar,terrestre,Nocturno,Alia Royal Jordanian Airlines,Boeing B-727-2D3,JY-ADU,"Despite two missed approaches in thunderstorms, the pilot declined the controllers' suggestion to divert to Dubai. The aircraft landed heavily on the runway (due to windshear), suffered landing gear damage, veered off the runway and crashed into a fire station building not far from the terminal building. At that time, all on board were still alive. Fire from spilled fuel started shortly thereafter and there was panic to escape the cabin. The aircraft was named ""The City of Petra.""",64,45,0,45,Boeing,Con Registracion
1979,March,Saturday,Russia,terrestre,Nocturno,Aeroflot,Tupolev TU-104B,CCCP-42444,The aircarft crashed in freezing rain and fog shortly after taking off. The aircraft was overloaded. The pilot had very little experience flying the aircraft type.,119,58,0,58,Tupolev,Con Registracion
1979,March,Monday,Angola,terrestre,Sin Dato,Interflug,Ilyushin IL-18D,DM-STL,"The cargo plane lost the No. 2 engine on takeoff, overran the runway, crashed into the ILS localizer antenna, broke up and caught fire.",10,10,0,10,Ilyushin,Con Registracion
1979,March,Thursday,Canada,terrestre,Sin Dato,Quebecair,Fairchild F-27,CF-QBL,Engine failure shortly after takeoff caused damage so the landing gear could not be retracted and increasing drag during the critical climbout phase. Airspeed slowed until the aircraft crashed.,24,17,0,17,Fairchild,Con Registracion
1979,April,Saturday,United States,terrestre,Sin Dato,Catalina Airlines,Grumman G-21 Goose,N11CS,"During an attempted go-around, the plane struck boat wakes and crashed. One passenger drowned.",11,1,0,1,Grumman,Con Registracion
1979,April,Wednesday,United States,terrestre,Diurno,New York Airways,Sikorsky S61-L,N618PA,Tail rotor separated in flight shortly after takeoff. The helicopter autorotated and crashed. Fatigue fracture in tail rotor.,18,3,0,3,Sikorsky,Con Registracion
1979,April,Monday,Ecuador,terrestre,Sin Dato,SAETA,Vickers Viscount 785D,HC-AVP,The aircraft disappeared while en route. Wreckage was not discovered for over 5 years.,57,57,0,57,Vickers,Con Registracion
1979,May,Friday,United States,terrestre,Nocturno,Sea Airmotive,de Havilland Canada DHC-4A Caribou,N581PA,"The cargo plane crashed in heavy crosswind while attempting to takeoff. Inadequate preflight preparation and/or planning. Pilot in command failed to follow approved procedures,directives,etc. Cargo shifted.",3,3,0,3,de,Con Registracion
1979,May,Friday,United States,terrestre,Diurno,American Airlines,McDonnell Douglas DC-10-10,N110AA,"During takeoff just, as the plane lifted from the runway, the left engine and pylon separated from the aircraft damaging the wing and hydraulic system which caused the aircraft to roll and crash. Highest single plane death toll in U.S. aviation history. Asymmetrical stall and the ensuing roll of the aircraft because of the uncommanded retraction of the left wing outboard leading edge slats and the loss of stall warning and slat disagreement indication systems caused by separation of the engine and pylon. Improper maintenance procedures used by American Airlines when dismounting the engines for maintenance, by removing the pylon and engine together, putting strain on the engine mounts leading to  stress cracks.",271,271,2,273,McDonnell,Con Registracion
1979,May,Wednesday,United States,terrestre,Nocturno,Downeast Airlines,de Havilland DHC-6-200,N68DE,"The aircraft crashed into a wooded area during a non-precision approach to Rockland, in fog . Failure to arrest aircraft's descent rate, without the runway in sight. Inordinate management pressures, the first officer's marginal instrument proficiency, the captain's inadequate supervision of the flight, inadequate crew training and the captain's chronic fatigue were all factors in the accident.",18,17,0,17,de,Con Registracion
1979,June,Sunday,United States,terrestre,Nocturno,Air New England,de Havilland Canada DHC-6 Twin Otter 300,N383EX,"The plane crashed in a heavily wooded area about 1.5 miles northeast of Barnstable Municipal Airport while on an ILS approach. The failure of the flightcrew to recognize and react in a timely manner to the gross deviation from acceptable approach parameters, resulting in a continuation of the descent well below the decision height during a precision approach without visual contact with the runway environment. Pilot fatigue.",10,1,0,1,de,Con Registracion
1979,July,Wednesday,Indonesia,terrestre,Nocturno,Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,PK-GVE,"Struck Mt. Sebayak at 5,500 ft. during its approach. Pilot error.The plane was named ""Mamberamo.""",61,61,0,61,Fokker,Con Registracion
1979,July,Thursday,Fiji,terrestre,Diurno,Fiji Air Services,Britten Norman BN-2A Trislander,DQ-FBO,Crashed into a rain forest. Pilot-in-command continuing the flight into conditions where he lost visual reference with the ground which resulted in the aircraft colliding with terrain.,9,9,0,9,Britten,Con Registracion
1979,July,Thursday,United States,terrestre,Diurno,Soldotna Air Services,Cessna 402B,N402TH,Crashed in low ceiling and rain. Fluxgate compass inoperative because of chafed wires.,7,7,0,7,Cessna,Con Registracion
1979,July,Monday,Lebanon,terrestre,Sin Dato,Trans Mediterranean Airways,Boeing 707-327C,OD-AFX,"On a third practice touch-and-go landing, the plane yawed to the right, stalled and crashed in an inverted attitude.",6,6,0,6,Boeing,Con Registracion
